page_id,title,url,breadcrumb_html
heritage68,I Day 2012,/heritage/national-events/independence-day-august-15th/i-day-2012,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2012"">I day 2012</a>"
heritage69,I Day 2013,/heritage/national-events/independence-day-august-15th/i-day-2013,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2013"">I day 2013</a>"
heritage70,I Day 2014,/heritage/national-events/independence-day-august-15th/i-day-2014,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2014"">I day 2014</a>"
heritage71,I Day 2015,/heritage/national-events/independence-day-august-15th/i-day-2015,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2015"">I day 2015</a>"
heritage72,I Day 2016,/heritage/national-events/independence-day-august-15th/i-day-2016,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2016"">I day 2016</a>"
heritage73,I Day 2017,/heritage/national-events/independence-day-august-15th/i-day-2017,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2017"">I day 2017</a>"
heritage74,I Day 2018,/heritage/national-events/independence-day-august-15th/i-day-2018,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2018"">I day 2018</a>"
heritage75,I Day 2019,/heritage/national-events/independence-day-august-15th/i-day-2019,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2019"">I day 2019</a>"
heritage76,I Day 2020,/heritage/national-events/independence-day-august-15th/i-day-2020,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2020"">I day 2020</a>"
heritage77,I Day 2021,/heritage/national-events/independence-day-august-15th/i-day-2021,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th"">Independence day august 15th</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/independence-day-august-15th/i-day-2021"">I day 2021</a>"
heritage78,Republic Day January 26th 1950,/heritage/national-events/republic-day-january-26th-1950,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/republic-day-january-26th-1950"">Republic day january 26th 1950</a>"
heritage79,1950-1960,/heritage/national-events/republic-day-january-26th-1950/1950-1960,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">National events</span> &gt; <a href=""https://www.india.co.in/heritage/national-events/republic-day-january-26th-1950"">Republic day january 26th 1950</a> &gt; <a href=""https://www.india.co.in/heritage/national-events/republic-day-january-26th-1950/1950-1960"">1950 1960</a>"
explore1,Cities List,/explore/cities-in-india/cities-list,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/cities-list"">Cities list</a>"
explore2,Ahmedabad,/explore/cities-in-india/ahmedabad,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/ahmedabad"">Ahmedabad</a>"
explore3,Amritsar,/explore/cities-in-india/amritsar,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/amritsar"">Amritsar</a>"
explore4,Bengaluru,/explore/cities-in-india/bengaluru,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/bengaluru"">Bengaluru</a>"
explore5,History of Bengaluru,/explore/cities-in-india/history-of-bengaluru,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/history-of-bengaluru"">History of bengaluru</a>"
explore6,Chennai,/explore/cities-in-india/chennai,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/chennai"">Chennai</a>"
explore7,Hyderabad,/explore/cities-in-india/hyderabad,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/hyderabad"">Hyderabad</a>"
explore8,Jaipur,/explore/cities-in-india/jaipur,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/jaipur"">Jaipur</a>"
explore9,Kochi,/explore/cities-in-india/kochi,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/kochi"">Kochi</a>"
explore10,Kolkata,/explore/cities-in-india/kolkata,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/kolkata"">Kolkata</a>"
explore11,Madurai,/explore/cities-in-india/madurai,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/madurai"">Madurai</a>"
explore12,Mumbai,/explore/cities-in-india/mumbai,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/mumbai"">Mumbai</a>"
explore13,Mumbai - Places To Visit,/explore/cities-in-india/mumbai-places-to-visit,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/mumbai-places-to-visit"">Mumbai places to visit</a>"
explore14,New Delhi,/explore/cities-in-india/new-delhi,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/new-delhi"">New delhi</a>"
explore15,New Delhi's Iron Pillar,/explore/cities-in-india/new-delhis-iron-pillar,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/new-delhis-iron-pillar"">New delhis iron pillar</a>"
explore16,Pune,/explore/cities-in-india/pune,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/pune"">Pune</a>"
explore17,Varanasi,/explore/cities-in-india/varanasi,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cities in india</span> &gt; <a href=""https://www.india.co.in/explore/cities-in-india/varanasi"">Varanasi</a>"
explore18,Chettinad Cuisine,/explore/cuisine/chettinad-cuisine,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/chettinad-cuisine"">Chettinad cuisine</a>"
explore19,Kashmiri Wazwan,/explore/cuisine/kashmiri-wazwan,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/kashmiri-wazwan"">Kashmiri wazwan</a>"
explore20,Malvani Cuisine,/explore/cuisine/malvani-cuisine,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/malvani-cuisine"">Malvani cuisine</a>"
explore21,Beyond Sweets,/explore/cuisine/beyond-sweets,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/beyond-sweets"">Beyond sweets</a>"
explore22,Tribal Flavors of Northeast India,/explore/cuisine/tribal-flavors-of-northeast-india,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/tribal-flavors-of-northeast-india"">Tribal flavors of northeast india</a>"
explore23,Marwari Cuisine,/explore/cuisine/marwari-cuisine,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/marwari-cuisine"">Marwari cuisine</a>"
explore24,Veg vs Non-Veg Food,/explore/cuisine/veg-vs-non-veg-food,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Cuisine</span> &gt; <a href=""https://www.india.co.in/explore/cuisine/veg-vs-non-veg-food"">Veg vs non veg food</a>"
explore25,India Startups,/explore/opportunities/india-startups,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Opportunities</span> &gt; <a href=""https://www.india.co.in/explore/opportunities/india-startups"">India startups</a>"
explore26,Indian Economy,/explore/opportunities/indian-economy,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Opportunities</span> &gt; <a href=""https://www.india.co.in/explore/opportunities/indian-economy"">Indian economy</a>"
explore27,India's Economy and Business Environment,/explore/opportunities/indias-economy-and-business-environment,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Opportunities</span> &gt; <a href=""https://www.india.co.in/explore/opportunities/indias-economy-and-business-environment"">Indias economy and business environment</a>"
explore28,PSUs,/explore/opportunities/psus,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Opportunities</span> &gt; <a href=""https://www.india.co.in/explore/opportunities/psus"">Psus</a>"
explore29,Stock Exchange,/explore/opportunities/stock-exchange,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">Opportunities</span> &gt; <a href=""https://www.india.co.in/explore/opportunities/stock-exchange"">Stock exchange</a>"
explore30,Handicrafts,/explore/people-culture/handicrafts,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a>"
explore31,Needle Work,/explore/people-culture/handicrafts/needle-work,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts/needle-work"">Needle work</a>"
explore32,Decoration,/explore/people-culture/handicrafts/decoration,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts/decoration"">Decoration</a>"
explore33,Tribal Crafts,/explore/people-culture/handicrafts/tribal-crafts,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts/tribal-crafts"">Tribal crafts</a>"
explore34,Accessories,/explore/people-culture/handicrafts/accessories,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts/accessories"">Accessories</a>"
explore35,Eco-Friendly Crafts,/explore/people-culture/handicrafts/eco-friendly-crafts,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts"">Handicrafts</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/handicrafts/eco-friendly-crafts"">Eco friendly crafts</a>"
explore36,Music,/explore/people-culture/music,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/music"">Music</a>"
explore37,Hindustani Music,/explore/people-culture/music/hindustani-music,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/music"">Music</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/music/hindustani-music"">Hindustani music</a>"
explore38,Carnatic Music,/explore/people-culture/music/carnatic-music,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/music"">Music</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/music/carnatic-music"">Carnatic music</a>"
explore39,Regional Music,/explore/people-culture/music/regional-music,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/music"">Music</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/music/regional-music"">Regional music</a>"
explore40,Musical Instruments of India,/explore/people-culture/music/musical-instruments-of-india,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/music"">Music</a> &gt; <a href=""https://www.india.co.in/explore/people-culture/music/musical-instruments-of-india"">Musical instruments of india</a>"
explore41,India Dance Forms,/explore/people-culture/india-dance-forms,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/india-dance-forms"">India dance forms</a>"
explore42,Colours,/explore/people-culture/colours,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/colours"">Colours</a>"
explore43,Taj Mahal,/explore/people-culture/taj-mahal,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/taj-mahal"">Taj mahal</a>"
explore44,Cultural Heritage,/explore/people-culture/cultural-heritage,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/cultural-heritage"">Cultural heritage</a>"
explore45,Languages,/explore/people-culture/languages,"<span class=""crumb"">Explore</span> &gt; <span class=""crumb"">People culture</span> &gt; <a href=""https://www.india.co.in/explore/people-culture/languages"">Languages</a>"
explore46,News Agencies in India,/explore/news-agencies-in-india,"<span class=""crumb"">Explore</span> &gt; <a href=""https://www.india.co.in/explore/news-agencies-in-india"">News agencies in india</a>"
travel1,Getaway Places,/travel/notable-destinations/getaway-places,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/getaway-places"">Getaway places</a>"
travel2,National Parks in India,/travel/notable-destinations/national-parks-in-india,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/national-parks-in-india"">National parks in india</a>"
travel3,North East India,/travel/notable-destinations/north-east-india,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/north-east-india"">North east india</a>"
travel4,The Deccan,/travel/notable-destinations/the-deccan,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/the-deccan"">The deccan</a>"
travel5,Island Life in India,/travel/notable-destinations/island-life-in-india,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/island-life-in-india"">Island life in india</a>"
travel6,Sea Beaches of India,/travel/notable-destinations/sea-beaches-of-india,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/sea-beaches-of-india"">Sea beaches of india</a>"
travel7,Rajasthan - Thar Desert,/travel/notable-destinations/rajasthan-thar-desert,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/rajasthan-thar-desert"">Rajasthan thar desert</a>"
travel8,Himalayas,/travel/notable-destinations/himalayas,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/himalayas"">Himalayas</a>"
travel9,Historical Places,/travel/notable-destinations/historical-places,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/historical-places"">Historical places</a>"
travel10,Cultural Heritage,/travel/notable-destinations/cultural-heritage,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Notable destinations</span> &gt; <a href=""https://www.india.co.in/travel/notable-destinations/cultural-heritage"">Cultural heritage</a>"
travel11,Temples in India,/travel/spirituality/temples-in-india,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Spirituality</span> &gt; <a href=""https://www.india.co.in/travel/spirituality/temples-in-india"">Temples in india</a>"
travel12,Ram Temple in Ayodhya,/travel/spirituality/ram-temple-in-ayodhya,"<span class=""crumb"">Travel</span> &gt; <span class=""crumb"">Spirituality</span> &gt; <a href=""https://www.india.co.in/travel/spirituality/ram-temple-in-ayodhya"">Ram temple in ayodhya</a>"
travel13,Travel Planning Portals,/travel/travel-planning-portals,"<span class=""crumb"">Travel</span> &gt; <a href=""https://www.india.co.in/travel/travel-planning-portals"">Travel planning portals</a>"
travel14,Visa for India,/travel/visa-for-india,"<span class=""crumb"">Travel</span> &gt; <a href=""https://www.india.co.in/travel/visa-for-india"">Visa for india</a>"
highlights1,Chandrayaan-3,/highlights/chandrayaan-3,"<span class=""crumb"">Highlights</span> &gt; <a href=""https://www.india.co.in/highlights/chandrayaan-3"">Chandrayaan 3</a>"
highlights2,Operation Sindoor,/highlights/operation-sindoor,"<span class=""crumb"">Highlights</span> &gt; <a href=""https://www.india.co.in/highlights/operation-sindoor"">Operation sindoor</a>"
highlights3,The Rise of Aadhaar and UPI,/highlights/the-rise-of-aadhaar-and-upi,"<span class=""crumb"">Highlights</span> &gt; <a href=""https://www.india.co.in/highlights/the-rise-of-aadhaar-and-upi"">The rise of aadhaar and upi</a>"
india3,India Information Portal,/india,"<a href=""https://www.india.co.in/india"">India</a>"
india4,🏠︎,/india,"<a href=""https://www.india.co.in/india"">India</a>"
info5,About India,/info/about-india,"<span class=""crumb"">Info</span> &gt; <a href=""https://www.india.co.in/info/about-india"">About india</a>"
info6,About Us,/info/about-us,"<span class=""crumb"">Info</span> &gt; <a href=""https://www.india.co.in/info/about-us"">About us</a>"
info7,Privacy Policy,/info/about-us/privacy-policy,"<span class=""crumb"">Info</span> &gt; <a href=""https://www.india.co.in/info/about-us"">About us</a> &gt; <a href=""https://www.india.co.in/info/about-us/privacy-policy"">Privacy policy</a>"
info8,Feedback,/info/about-us/feedback,"<span class=""crumb"">Info</span> &gt; <a href=""https://www.india.co.in/info/about-us"">About us</a> &gt; <a href=""https://www.india.co.in/info/about-us/feedback"">Feedback</a>"
legacy19,History,/legacy/history,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/history"">History</a>"
legacy20,Pre-Historic India,/legacy/pre-historic-india,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/pre-historic-india"">Pre historic india</a>"
legacy21,Vedic Period,/legacy/vedic-period,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/vedic-period"">Vedic period</a>"
legacy22,Social Life In Vedic Period,/legacy/vedic-period/social-life-in-vedic-period,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/vedic-period"">Vedic period</a> &gt; <a href=""https://www.india.co.in/legacy/vedic-period/social-life-in-vedic-period"">Social life in vedic period</a>"
legacy23,Puranas,/legacy/vedic-period/puranas,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/vedic-period"">Vedic period</a> &gt; <a href=""https://www.india.co.in/legacy/vedic-period/puranas"">Puranas</a>"
legacy24,Asoka: From Greek's Perspective,/legacy/asoka-from-greeks-perspective,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/asoka-from-greeks-perspective"">Asoka from greeks perspective</a>"
legacy25,Alexander the Great in India,/legacy/alexander-the-great-in-india,"<span class=""crumb"">Legacy</span> &gt; <a href=""https://www.india.co.in/legacy/alexander-the-great-in-india"">Alexander the great in india</a>"
legacy26,India Map - Historical,/legacy/maps/india-map-historical,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-historical"">India map historical</a>"
legacy27,India Map - 1400s,/legacy/maps/india-map-1400s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1400s"">India map 1400s</a>"
legacy28,India Map - 1500s,/legacy/maps/india-map-1500s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1500s"">India map 1500s</a>"
legacy29,India Map - 1600s,/legacy/maps/india-map-1600s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1600s"">India map 1600s</a>"
legacy30,India Map - 1700s,/legacy/maps/india-map-1700s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1700s"">India map 1700s</a>"
legacy31,India Map - 1800s,/legacy/maps/india-map-1800s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1800s"">India map 1800s</a>"
legacy32,India Map - 1900s,/legacy/maps/india-map-1900s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-1900s"">India map 1900s</a>"
legacy33,India Map - 2000s,/legacy/maps/india-map-2000s,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-2000s"">India map 2000s</a>"
legacy34,India Map - Satellite Images,/legacy/maps/india-map-satellite-images,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-satellite-images"">India map satellite images</a>"
legacy35,India Map - Geological,/legacy/maps/india-map-geological,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/india-map-geological"">India map geological</a>"
legacy36,Pin Code Map of India,/legacy/maps/pin-code-map-of-india,"<span class=""crumb"">Legacy</span> &gt; <span class=""crumb"">Maps</span> &gt; <a href=""https://www.india.co.in/legacy/maps/pin-code-map-of-india"">Pin code map of india</a>"
heritage80,Ayurveda - Introduction,/heritage/ayurveda/ayurveda-introduction,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Ayurveda</span> &gt; <a href=""https://www.india.co.in/heritage/ayurveda/ayurveda-introduction"">Ayurveda introduction</a>"
heritage81,Ayurveda - Doshas,/heritage/ayurveda/ayurveda-doshas,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Ayurveda</span> &gt; <a href=""https://www.india.co.in/heritage/ayurveda/ayurveda-doshas"">Ayurveda doshas</a>"
heritage82,Ayurveda - Traditional Home Remedies,/heritage/ayurveda/ayurveda-traditional-home-remedies,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Ayurveda</span> &gt; <a href=""https://www.india.co.in/heritage/ayurveda/ayurveda-traditional-home-remedies"">Ayurveda traditional home remedies</a>"
heritage83,Ayurveda As A Career In India,/heritage/ayurveda/ayurveda-as-a-career-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Ayurveda</span> &gt; <a href=""https://www.india.co.in/heritage/ayurveda/ayurveda-as-a-career-in-india"">Ayurveda as a career in india</a>"
heritage84,Ayush - Traditional Health Systems in India,/heritage/health/ayush-traditional-health-systems-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Health</span> &gt; <a href=""https://www.india.co.in/heritage/health/ayush-traditional-health-systems-in-india"">Ayush traditional health systems in india</a>"
heritage85,Naturopathy in India,/heritage/health/naturopathy-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Health</span> &gt; <a href=""https://www.india.co.in/heritage/health/naturopathy-in-india"">Naturopathy in india</a>"
heritage86,Unani Medicine in India,/heritage/health/unani-medicine-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Health</span> &gt; <a href=""https://www.india.co.in/heritage/health/unani-medicine-in-india"">Unani medicine in india</a>"
heritage87,Siddha Health System in India,/heritage/health/siddha-health-system-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Health</span> &gt; <a href=""https://www.india.co.in/heritage/health/siddha-health-system-in-india"">Siddha health system in india</a>"
heritage88,Medical Tourism In India,/heritage/health/medical-tourism-in-india,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Health</span> &gt; <a href=""https://www.india.co.in/heritage/health/medical-tourism-in-india"">Medical tourism in india</a>"
heritage89,Yoga - Introduction,/heritage/yoga/yoga-introduction/yoga-introduction,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga introduction</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-introduction/yoga-introduction"">Yoga introduction</a>"
heritage90,The Origins of Yoga,/heritage/yoga/yoga-introduction/the-origins-of-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga introduction</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-introduction/the-origins-of-yoga"">The origins of yoga</a>"
heritage91,History of Yoga,/heritage/yoga/yoga-introduction/history-of-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga introduction</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-introduction/history-of-yoga"">History of yoga</a>"
heritage92,Fundamentals of Yoga,/heritage/yoga/yoga-introduction/fundamentals-of-yoga,"<span class=""crumb"">Heritage</span> &gt; <span class=""crumb"">Yoga</span> &gt; <span class=""crumb"">Yoga introduction</span> &gt; <a href=""https://www.india.co.in/heritage/yoga/yoga-introduction/fundamentals-of-yoga"">Fundamentals of yoga</a>"
